,Itr,ReturnAvg,ReturnStd,ReturnMin,ReturnMax,TrainingLossStart,TrainingLossFinal
0,-1,-146.78807790494656,31.766796976077867,-214.6724214156859,-83.15062298107739,,
1,0,17.429706240517838,18.82952733269121,-14.111146203100407,45.18329863569822,0.2467300444841385,0.008675061166286469
2,1,85.46096538702433,35.520853627130315,43.71779041682538,155.90284891037808,0.011525612324476242,0.004998293239623308
3,2,208.48187049771,36.14857229567574,165.08621012812512,275.70212963973,0.006754937581717968,0.0045257448218762875
4,3,196.2810287585949,21.946211734580597,165.1452124087983,235.2527602177057,0.004444483667612076,0.005420319736003876
5,4,309.18853329313185,41.22172767565966,255.2213062414491,402.3376909504095,0.0037830763030797243,0.0032204834278672934
6,5,336.8714177017199,29.20065076936042,295.52465436092336,384.56906238494093,0.0035857732873409986,0.0030048617627471685
7,6,328.9187068943318,54.76397341206721,206.1914060032705,395.5725318685066,0.0031832687091082335,0.0026428624987602234
8,7,380.3129558141378,41.46288503912582,278.2249170533953,438.9772214366344,0.0026124236173927784,0.002209001686424017
9,8,401.5926945365144,40.319155273856964,341.7636316512043,476.88684110621443,0.002518497873097658,0.003031961852684617
10,9,423.55081412126276,44.84997306461166,324.5269488605787,505.4512410886941,0.002370287897065282,0.0019726199097931385
11,10,457.44155421894794,21.17151405123754,414.7130925563138,487.5809529098128,0.002225419506430626,0.0024387454614043236
